licence_number,expiry_date,services,subtype,name,secondary_name,location,address,street_address,city,postal_code,business_phone,business_fax
X036046,2025-04-30,['trading'],Brokerage,Beauleigh Consultants BC Inc.,Beauleigh Consultants BC Inc.,Vancouver,"1700-900 West Georgia Street, Vancouver",1700-900 West Georgia Street, Vancouver,V6C 2W6,(604) 925-2700,
X035569,2024-09-15,"['trading', 'rental']",Brokerage,Beedie Living Realty,Beedie Living Realty Ltd.,Vancouver,"900-1111 Georgia St W, Vancouver",900-1111 Georgia St W, Vancouver,V6E 4M3,(604) 436-7888,(604) 687-5346
X034801,2024-10-30,['trading'],Brokerage,Behroyan & Associates Real Estate Services Ltd.,Behroyan & Associates Real Estate Services Ltd.,West Vancouver,"1495 Clyde Avenue, West Vancouver",1495 Clyde Avenue, West Vancouver,V7T 1E9,(604) 281-3400,(604) 288-5330
X022430,2024-03-25,"['trading', 'rental']",Brokerage,Bel-Air Realty Group,Bel-Air Realty Group Ltd.,Vancouver,"2621 East Hastings Street, Vancouver",2621 East Hastings Street, Vancouver,V5K 1Z5,(604) 255-5898,(604) 255-5899
X037158,2024-01-13,['trading'],Branch Office,Bel-Air Realty Group,Bel-Air Realty Group Ltd.,Victoria,"550 - 2950 Douglas Street, Victoria",550 - 2950 Douglas Street, Victoria,V8T 4N4,(604) 255-5898,
X027074,2024-04-30,"['trading', 'rental']",Brokerage,Bellevue Realty Group,Bellevue Realty Group Ltd.,West Vancouver,"2479 Bellevue Avenue, West Vancouver",2479 Bellevue Avenue, West Vancouver,V7V 1E1,(604) 281-0208,(604) 281-0205
X035874,2025-02-01,"['trading', 'rental']",Brokerage,Bennett Family Real Estate,1053756 BC Ltd.,Nelson,"1-1014 Seventh Street, Nelson",1-1014 Seventh Street, Nelson,V1L 7C2,(250) 354-7471,
X035144,2025-10-17,"['trading', 'rental', 'strata']",Brokerage,BentallGreenOak,BentallGreenOak (Canada) Limited Partnership,Vancouver,"1008-550 Burrard St, Vancouver",1008-550 Burrard St, Vancouver,V6C 2B5,(604) 661-5000,(604) 646-2805
X025702,2024-11-14,"['trading', 'rental']",Brokerage,Best-West Realty Ltd.,Best-West Realty Ltd.,Kamloops,"652 Dunes Drive, Kamloops",652 Dunes Drive, Kamloops,V2B 8M8,(250) 554-4511,(250) 554-1118
X028647,2024-01-30,"['trading', 'rental']",Brokerage,BG Corbett Realty Advisors Ltd.,BG Corbett Realty Advisors Ltd.,West Vancouver,"1862 Inglewood Avenue, West Vancouver",1862 Inglewood Avenue, West Vancouver,V7V 1Z3,(604) 351-5427,
X027126,2024-07-06,"['trading', 'rental']",Brokerage,BGIS Global Integrated Solutions Realty,BGIS Global Integrated Solutions Realty Inc.,Vancouver,"301-535 Thurlow St, Vancouver",301-535 Thurlow St, Vancouver,V6E 3L2,(416) 402-1594,
X032436,2025-01-01,"['trading', 'rental']",Brokerage,Birds Nest Properties,BN Property Management Inc.,Vancouver,"2208A Spruce Street, Vancouver",2208A Spruce Street, Vancouver,V6H 2P3,(604) 260-9955,(604) 260-9955
X031098,2024-02-11,"['trading', 'rental', 'strata']",Brokerage,Black Gold Realty Ltd.,Black Gold Realty Ltd.,Tumbler Ridge,"275 Southgate, P.O. Box 191, Tumbler Ridge",275 Southgate, P.O. Box 191,V0C 2W0,(250) 242-7230,(877) 751-0737
X028914,2025-07-30,"['trading', 'rental']",Brokerage,Blackwood Partners Management Corporation,Blackwood Partners Management Corporation,Surrey,"2153 Central City, 10153 King George Boulevard, Surrey",2153 Central City, 10153 King George Boulevard,V3T 2W1,(604) 805-8787,(604) 588-8124
X019267,2024-10-31,"['trading', 'rental']",Brokerage,Blenheim Realty Ltd.,Blenheim Realty Ltd.,Vancouver,"885 Pacific Street, Vancouver",885 Pacific Street, Vancouver,V6Z 1C3,(604) 682-2911,(604) 682-2729
X028883,2025-04-30,"['trading', 'rental']",Brokerage,Blu Realty,Blu Realty Corp.,Vancouver,"115-988 Beach Avenue, Vancouver",115-988 Beach Avenue, Vancouver,V6Z 2N9,(604) 730-0076,(604) 730-7976
X037781,2024-06-16,"['trading', 'rental', 'strata']",Brokerage,Blue West Realty,Blue West Realty (Coquitlam) Inc.,Coquitlam,"204 Blue Mountain Street, Coquitlam",204 Blue Mountain Street, Coquitlam,V3K 4H1,(778) 200-6060,
X037791,2024-06-16,"['trading', 'rental', 'strata']",Branch Office,Blue West Realty,Blue West Realty (Coquitlam) Inc.,Vancouver,"1438 Howe Street, Vancouver",1438 Howe Street, Vancouver,V6Z 1R8,(778) 200-6060,
X029766,2024-09-30,['strata'],Brokerage,Blueprint Strata Management Inc.,Blueprint Strata Management Inc.,White Rock,"208 - 1548 Johnston Road, White Rock",208 - 1548 Johnston Road, White Rock,V4B 3Z8,(604) 200-1030,
X036123,2025-04-11,['trading'],Brokerage,Bode Platform Inc.,Bode Platform Inc.,Vancouver,"170-422 Richards Street, Vancouver",170-422 Richards Street, Vancouver,V6B 2Z4,(587) 602-3307,
X034793,2024-10-08,"['trading', 'rental']",Brokerage,Bodewell,Bodewell Realty Inc.,Vancouver,"505-1080 Howe St, Vancouver",505-1080 Howe St, Vancouver,V6Z 2T1,(604) 633-5511,
X030488,2024-05-01,"['trading', 'rental']",Brokerage,Bolld Real Estate Management,Bolld Real Estate Management Inc.,Vancouver,"B-2127 Granville Street, Vancouver",B-2127 Granville Street, Vancouver,V6H 3E9,(604) 671-0293,
X022177,2025-09-11,"['trading', 'rental']",Brokerage,Bonniehon Management Inc.,Bonniehon Management Inc.,Vancouver,"#201 - 5678 Granville Street, Vancouver",#201 - 5678 Granville Street, Vancouver,V6M 3C5,(604) 736-6300,(604) 736-9500
X020794,2025-09-25,"['trading', 'rental']",Brokerage,Bosa Properties Realty Inc.,Bosa Properties Realty Inc.,Vancouver,"1100 - 838 West Hastings Street, Vancouver",1100 - 838 West Hastings Street, Vancouver,V6C 0A6,(604) 299-3229,(604) 294-0673
X001616,2025-10-27,"['rental', 'strata']",Brokerage,Bradshaw Strata Management Ltd.,Bradshaw Strata Management Ltd.,Surrey,"200 - 5740 176A Street, Surrey",200 - 5740 176A Street, Surrey,V3S 4H2,(604) 576-2424,(604) 576-2405
X035284,2024-01-09,['trading'],Brokerage,Breakside Real Estate Group,Breakside Real Estate Ltd.,Surrey,"150 - 17650 66A Avenue, Surrey",150 - 17650 66A Avenue, Surrey,V3S 4S4,(604) 954-0691,
X031109,2024-03-06,"['trading', 'rental', 'strata']",Brokerage,Breakwater Realty Inc.,Breakwater Realty Inc.,Victoria,"211-957 Langford Parkway, Victoria",211-957 Langford Parkway, Victoria,V9B 0A5,(250) 999-9876,(250) 999-8945
X030673,2024-12-01,"['trading', 'rental']",Brokerage,Brendan Shaw Real Estate Ltd.,Brendan Shaw Real Estate Ltd.,Kamloops,"109 Victoria Street, Kamloops",109 Victoria Street, Kamloops,V2C 1Z4,(778) 471-1498,(778) 471-1793
X035435,2024-05-14,"['trading', 'rental']",Branch Office,Brendan Shaw Real Estate Ltd.,Brendan Shaw Real Estate Ltd.,Kamloops,"101 Oak Road, Kamloops",101 Oak Road, Kamloops,V2B 1K5,(778) 471-1498,
X000437,2025-06-29,"['trading', 'rental', 'strata']",Brokerage,Brown Bros. Agencies Limited,Brown Bros. Agencies Limited,Victoria,"1125 Blanshard Street, Victoria",1125 Blanshard Street, Victoria,V8W 2H7,(250) 385-8771,(250) 385-8788
X025683,2025-03-24,"['trading', 'rental']",Brokerage,Burr Properties Ltd.,Burr Properties Ltd.,Victoria,"21-655 Fort St, Victoria",21-655 Fort St, Victoria,V8W 1G6,(250) 884-2484,(250) 405-6279
X029891,2024-12-02,['trading'],Brokerage,Burrard Realty Inc.,Burrard Realty Inc.,Vancouver,"800 - 1030 West Georgia Street, Vancouver",800 - 1030 West Georgia Street, Vancouver,V6E 2Y3,(604) 681-8700,(604) 681-8881
X030803,2025-04-08,"['trading', 'rental']",Brokerage,Business Finders Canada,Twentytwo 22 Real Estate Corporation,Kelowna,"1685 Pandosy Street, Kelowna",1685 Pandosy Street, Kelowna,V1Y 1R1,(250) 491-1111,(250) 765-0710
X015363,2024-02-23,"['trading', 'rental']",Brokerage,Busnex Business Exchange Ltd.,Busnex Business Exchange Ltd.,Vancouver,"Suite 500 Park Place, 666 Burrard Street, Vancouver",Suite 500 Park Place, 666 Burrard Street,V6C 3P6,(604) 669-2849,(604) 669-2423
X028491,2025-12-06,"['rental', 'strata']",Brokerage,C & C Property Group Ltd.,C & C Property Group Ltd.,North Vancouver,"530 - 171 West Esplanade Avenue, North Vancouver",530 - 171 West Esplanade Avenue, North Vancouver,V7M 3J9,(604) 987-9040,(604) 987-9045
X001874,2025-06-29,['trading'],Brokerage,Calderwood Realty,R.W. Calderwood Realty Ltd.,Smithers,"P.O. Box 788, 1177 Main Street, Smithers",P.O. Box 788, 1177 Main Street,V0J 2N0,(250) 847-9222,(250) 847-9688
X034140,2025-09-14,['trading'],Branch Office,Calderwood Realty,R.W. Calderwood Realty Ltd.,Houston,"3350 10th Street, Houston",3350 10th Street, Houston,V0J 1Z0,(250) 847-9222,(250) 847-9688
X000494,2025-06-29,"['trading', 'rental']",Brokerage,Campbell & Pound (1961) Ltd.,Campbell & Pound (1961) Ltd.,Richmond,"#1111 - 11871 Horseshoe Way, Richmond",#1111 - 11871 Horseshoe Way, Richmond,V7A 5H5,(604) 270-8885,(604) 270-8045
X028547,2025-12-22,"['rental', 'strata']",Brokerage,Campbell Strata Management Ltd.,Campbell Strata Management Ltd.,Abbotsford,"306 - 2777 Gladwin Road, Abbotsford",306 - 2777 Gladwin Road, Abbotsford,V2T 4V1,(604) 864-0380,(604) 864-0480
X030428,2024-03-06,"['rental', 'strata']",Branch Office,Campbell Strata Management Ltd.,Campbell Strata Management Ltd.,Surrey,"17651 57th Avenue, Surrey",17651 57th Avenue, Surrey,V3S 1H1,(778) 574-3454,(778) 574-3448
REX604909,2025-11-21,['trading'],Branch Office,Canada Flex Realty Group Ltd.,Canada Flex Realty Group Ltd.,Vernon,"Suite 11 - 2601 Highway 6, Vernon",Suite 11 - 2601 Highway 6, Vernon,Columbia V1T5G4,(250) 300-3656,
X035319,2024-02-03,['trading'],Brokerage,Canada Flex Realty Group Ltd.,Canada Flex Realty Group Ltd.,Kelowna,"1100 - 1631 Dickson Avenue, Kelowna",1100 - 1631 Dickson Avenue, Kelowna,V1Y 0B5,(250) 300-3656,
X035366,2024-04-05,['trading'],Branch Office,Canada Flex Realty Group Ltd.,Canada Flex Realty Group Ltd.,Logan Lake,"61-111 Chartrand Avenue, Logan Lake",61-111 Chartrand Avenue, Logan Lake,Columbia V0K1W0,(250) 300-3656,
X035472,2024-08-23,['trading'],Branch Office,Canada Flex Realty Group Ltd.,Canada Flex Realty Group Ltd.,Penticton,"129 Nanaimo Avenue West, Penticton",129 Nanaimo Avenue West, Penticton,V2A 1N2,(250) 300-3656,(250) 999-0055
X034809,2024-11-23,['trading'],Brokerage,Canada ReferralExchange Ltd.,Canada ReferralExchange Ltd.,Kelowna,"210-347 Leon Avenue, Kelowna",210-347 Leon Avenue, Kelowna,V1Y 8C7,(778) 821-2777,
REX603126,2025-05-22,['trading'],Brokerage,Canadian Realty Auctions Corp.,Canadian Realty Auctions Corp.,Gibsons,"1691 Jensen Road, Gibsons",1691 Jensen Road, Gibsons,V0N 1V6,(250) 212-6396,
X032455,2024-03-10,['rental'],Brokerage,Canderel Pacific Management Inc.,Canderel Pacific Management Inc.,Vancouver,"1590-505 Burrard Street, Vancouver",1590-505 Burrard Street, Vancouver,V7X 1M5,(778) 328-4097,(778) 328-7366
X037355,2024-03-10,"['trading', 'rental', 'strata']",Brokerage,Candid Management Group,Candid Management Group Ltd.,Surrey,"102-15127 100 Avenue, Surrey",102-15127 100 Avenue, Surrey,V3R 0N9,(604) 757-1911,
REX603204,2025-06-18,['trading'],Brokerage,Cannar Real Estate Services Ltd.,Cannar Real Estate Services Ltd.,Surrey,"212-12837 76 Ave, Surrey",212-12837 76 Ave, Surrey,V3W 2V3,(778) 883-9837,
X034255,2024-05-31,"['trading', 'rental']",Brokerage,Canpacific Realty,Canpacific Realty Inc.,Vancouver,"280-2010 East 48th Avenue, Vancouver",280-2010 East 48th Avenue, Vancouver,V5P 1R8,(604) 377-4881,
X021412,2024-10-17,"['trading', 'rental']",Brokerage,Canreal Management Corporation,Canreal Management Corporation,Vancouver,"Nelson Square, Suite 409 - 808 Nelson Street, Vancouver",Nelson Square, Suite 409 - 808 Nelson Street,V6Z 2H2,(604) 688-8851,(604) 684-8228
X027954,2025-08-27,"['trading', 'rental']",Brokerage,Capital Pacific Realty Ltd.,Capital Pacific Realty Ltd.,Vancouver,"288 West 8th Avenue, Unit 101, Vancouver",288 West 8th Avenue, Unit 101,V5Y 1N5,(604) 218-1002,(604) 873-8933
X026771,2025-01-01,['trading'],Brokerage,Carewest Properties Ltd.,Carewest Properties Ltd.,Vancouver,"202 - 2065 West 4th Avenue, Vancouver",202 - 2065 West 4th Avenue, Vancouver,V6J 1N3,(604) 682-3369,(604) 736-6999
X035365,2024-03-15,"['rental', 'strata']",Brokerage,Cartref Properties Ltd.,Cartref Properties Ltd.,Port Moody,"301-220 Brew Street, Port Moody",301-220 Brew Street, Port Moody,V3H 0H6,(604) 727-2506,
X024233,2024-07-03,['rental'],Brokerage,Casa Rental Management,Gold Team Management Services Ltd.,Richmond,"110  6086 Russ Baker Way, Richmond",110  6086 Russ Baker Way, Richmond,V7B 1B4,(604) 273-6801,(604) 231-7712
X036768,2025-09-09,"['trading', 'rental']",Brokerage,CASM Global Real Estate Corporation,CASM Global Real Estate Corporation,Vancouver,"2288-555 West Hastings Street, Vancouver",2288-555 West Hastings Street, Vancouver,V6B 4N6,(604) 806-6066,
X025248,2024-03-09,"['trading', 'rental', 'strata']",Brokerage,Castle Management Ltd.,Castle Management Ltd.,Richmond,"190-3851 Jacombs Road, Richmond",190-3851 Jacombs Road, Richmond,V6V 2H7,(604) 279-1888,(604) 279-1881
X036013,2025-02-26,"['trading', 'rental']",Brokerage,Catalyze Solutions Inc.,Catalyze Solutions Inc.,Richmond,"3010 - 4000 No. 3 Road, Richmond",3010 - 4000 No. 3 Road, Richmond,V6X 0C7,(778) 588-2993,
X000496,2025-06-29,"['trading', 'rental']",Brokerage,Cathay Pacific Realty Ltd.,Cathay Pacific Realty Ltd.,Vancouver,"105-1037 West Broadway, Vancouver",105-1037 West Broadway, Vancouver,V6H 1E3,(604) 872-6681,(604) 873-1155
X028795,2024-09-17,"['trading', 'rental']",Brokerage,Cathy Duncan & Associates Ltd.,Cathy Duncan & Associates Ltd.,Victoria,"3898 Wilkinson Road, Victoria",3898 Wilkinson Road, Victoria,V8Z 5A2,(250) 658-0967,(250) 658-0961
X013567,2024-07-26,"['trading', 'rental']",Brokerage,CBRE Limited,CBRE Limited,Vancouver,"2500-1021 West Hastings Street, Vancouver",2500-1021 West Hastings Street, Vancouver,V6E 0C3,(604) 662-3000,(604) 684-9368
X030889,2025-06-23,"['trading', 'rental']",Branch Office,CBRE Limited,CBRE Limited,Victoria,"110-800 Yates St, Victoria",110-800 Yates St, Victoria,V8W 1L8,(250) 386-0000,(250) 386-1692
X028325,2024-12-15,"['trading', 'rental']",Brokerage,CDNGLOBAL,CDN Global (BC) Ltd.,Vancouver,"Suite 1155-555 Burrard Street, P.O. Box 260, Vancouver",Suite 1155-555 Burrard Street, P.O. Box 260,V7X 1M8,(604) 681-3334,(604) 681-5255
X037146,2024-01-11,['strata'],Brokerage,Central Okanagan Property Management Ltd.,Central Okanagan Property Management Ltd.,Kelowna,"1668 Ellis Street, Kelowna",1668 Ellis Street, Kelowna,V1Y 0E1,(604) 603-2814,
X031079,2024-03-29,['trading'],Brokerage,Centric Realty Ltd.,Centric Realty Ltd.,New Westminster,"11 Eighth Street, 10th Floor, New Westminster",11 Eighth Street, 10th Floor,V3M 3N7,(604) 424-8276,
X032809,2024-07-04,"['trading', 'rental']",Brokerage,Century 21 AAA Realty Inc.,Century 21 AAA Realty Inc.,Surrey,"1113-7318 137 Street, Surrey",1113-7318 137 Street, Surrey,V3W 1A3,(778) 565-8767,(778) 565-8768
X026875,2025-06-23,"['trading', 'rental', 'strata']",Brokerage,Century 21 Amos Realty,574770 B.C. Ltd.,Oliver,"6212 Main Street, Box 960, Oliver",6212 Main Street, Box 960,V0H 1T0,(250) 498-4844,(250) 498-3455
X033955,2025-07-10,"['trading', 'rental', 'strata']",Branch Office,Century 21 Amos Realty,574770 B.C. Ltd.,Penticton,"104 - 383 Ellis Street, Penticton",104 - 383 Ellis Street, Penticton,V2A 4L8,(250) 770-8671,(250) 498-3455
X028052,2024-01-12,['trading'],Brokerage,Century 21 Assurance Realty Ltd.,Century 21 Assurance Realty Ltd.,Kelowna,"251 Harvey Avenue, Kelowna",251 Harvey Avenue, Kelowna,V1Y 6C2,(250) 869-0101,
X028022,2024-12-29,"['trading', 'rental']",Brokerage,Century 21 Coastal Realty Ltd.,Century 21 Coastal Realty Ltd.,Surrey,"105 - 7928 128 Street, Surrey",105 - 7928 128 Street, Surrey,V3W 4E8,(604) 599-4888,
X028780,2025-12-04,"['trading', 'rental']",Branch Office,Century 21 Coastal Realty Ltd.,Century 21 Coastal Realty Ltd.,Abbotsford,"207-32615 South Fraser Way, Abbotsford",207-32615 South Fraser Way, Abbotsford,V2T 1X8,(604) 853-3374,(604) 507-8851
X036331,2025-06-10,"['trading', 'rental']",Branch Office,Century 21 Coastal Realty Ltd.,Century 21 Coastal Realty Ltd.,White Rock,"1267 Johnston Road, White Rock",1267 Johnston Road, White Rock,V4B 3Y9,(604) 599-4888,
REX604040,2025-08-21,"['trading', 'rental', 'strata']",Branch Office,Century 21 Creekside Realty Ltd.,Century 21 Creekside Realty Ltd.,Abbotsford,"202-2692 Clearbrook Rd, Abbotsford",202-2692 Clearbrook Rd, Abbotsford,V2T 2Y8,(604) 846-7355,
X031949,2025-09-09,"['trading', 'rental', 'strata']",Brokerage,Century 21 Creekside Realty Ltd.,Century 21 Creekside Realty Ltd.,Chilliwack,"102 - 7075 Vedder Road, Chilliwack",102 - 7075 Vedder Road, Chilliwack,V2R 0X9,(604) 846-7355,(604) 846-7356
X034573,2024-05-16,"['trading', 'rental', 'strata']",Branch Office,Century 21 Creekside Realty Ltd.,Century 21 Creekside Realty Ltd.,Chilliwack,"190 - 45428 Luckakuck Way, Chilliwack",190 - 45428 Luckakuck Way, Chilliwack,V2R 3S9,(604) 846-7355,(604) 846-7356
X035043,2025-05-08,"['trading', 'rental', 'strata']",Branch Office,Century 21 Creekside Realty Ltd.,Century 21 Creekside Realty Ltd.,Agassiz,"2 - 7010 Pioneer Avenue, Agassiz",2 - 7010 Pioneer Avenue, Agassiz,V0M 1A0,(604) 846-7355,
X038109,2024-11-01,['trading'],Branch Office,Century 21 Creekside Realty Ltd.,Century 21 Creekside Realty Ltd.,Chilliwack,"201-46132 Yale Road, Chilliwack",201-46132 Yale Road, Chilliwack,V2P 0J6,(604) 791-2610,
X014557,2025-06-18,"['trading', 'rental']",Brokerage,Century 21 Energy Realty,Energy Realty Ltd.,Fort St. John,"101-9120 100 Avenue, Fort St. John",101-9120 100 Avenue, Fort St. John,V1J 1X4,(250) 787-2100,(250) 785-2551
X034222,2025-10-29,"['trading', 'rental']",Branch Office,Century 21 Energy Realty,Energy Realty Ltd.,Prince George,"1310 5th Avenue, Prince George",1310 5th Avenue, Prince George,V2L 3L4,(250) 564-2100,(250) 649-0021
X034682,2025-01-31,['trading'],Branch Office,Century 21 Energy Realty,Energy Realty Ltd.,Quesnel,"308 St. Laurent Avenue, Quesnel",308 St. Laurent Avenue, Quesnel,V2J 5A3,(250) 985-2100,(250) 992-8833
X034983,2025-03-12,"['trading', 'rental']",Branch Office,Century 21 Energy Realty,Energy Realty Ltd.,Tumbler Ridge,"140 - 230 Main Street, Tumbler Ridge",140 - 230 Main Street, Tumbler Ridge,V0C 2W0,(250) 242-2100,(250) 242-4184
X035721,2024-11-30,['trading'],Branch Office,Century 21 Energy Realty,Energy Realty Ltd.,Mackenzie,130-403 Mackenzie,130-403 Mackenzie,,V0J 2C0,(250) 997-1054,
X036189,2025-04-21,['trading'],Branch Office,Century 21 Energy Realty,Energy Realty Ltd.,Fort Nelson,"5008 50 Avenue N, P.O. Box 3964, Fort Nelson",5008 50 Avenue N, P.O. Box 3964,V0C 1R0,(250) 321-0777,
X028775,2025-09-01,['trading'],Brokerage,Century 21 Excellence Realty Ltd.,Century 21 Excellence Realty Ltd.,Lumby,"2143 Shuswap Avenue, Box 69, Lumby",2143 Shuswap Avenue, Box 69,V0E 2G0,(250) 547-2135,(250) 547-2174
X036990,2025-12-01,['trading'],Brokerage,Century 21 Executives Imagine Realty Ltd.,Century 21 Executives Imagine Realty Ltd.,Vernon,"3107 29th Avenue, Vernon",3107 29th Avenue, Vernon,V1T 1Z2,(250) 549-2103,
X026640,2025-02-03,"['trading', 'rental', 'strata']",Brokerage,Century 21 Executives Realty Ltd.,Century 21 Executives Realty Ltd.,Vernon,"3107 29 Avenue, Vernon",3107 29 Avenue, Vernon,V1T 1Z2,(250) 549-2103,(250) 549-2106
X029383,2025-07-29,['trading'],Branch Office,Century 21 Executives Realty Ltd.,Century 21 Executives Realty Ltd.,Vernon,"3107 29 Avenue, Vernon",3107 29 Avenue, Vernon,V1T 1Z2,(250) 549-2103,
X031705,2025-06-25,['trading'],Branch Office,Century 21 Executives Realty Ltd.,Century 21 Executives Realty Ltd.,Sicamous,"1 - 444 Main Street, P.O. Box 183, Sicamous",1 - 444 Main Street, P.O. Box 183,V0E 2V0,(250) 836-2721,(250) 549-2106
X031706,2025-06-18,"['trading', 'rental', 'strata']",Branch Office,Century 21 Executives Realty Ltd.,Century 21 Executives Realty Ltd.,Salmon Arm,"102-391 Hudson Avenue NE, Salmon Arm",102-391 Hudson Avenue NE, Salmon Arm,V1E 1A0,(250) 833-9921,
X035876,2025-01-12,"['trading', 'rental']",Branch Office,Century 21 Executives Realty Ltd.,Century 21 Executives Realty Ltd.,Maple Ridge,"300 - 22420 Dewdney Trunk Road, Maple Ridge",300 - 22420 Dewdney Trunk Road, Maple Ridge,V2X 3J5,(250) 549-2103,(250) 549-2106
X037744,2024-06-01,"['trading', 'rental', 'strata']",Branch Office,Century 21 Executives Realty Ltd.,Century 21 Executives Realty Ltd.,Kamloops,"867 Victoria Street, Kamloops",867 Victoria Street, Kamloops,V2C 2B7,(250) 377-3030,
